ID,Moves,Ranks
301,"Pound,Leer,Quick Attack,Pursuit,Absorb,False Swipe,Leaf Storm,Mega Drain,Night Slash,Leaf Blade,Screech,Slam,Agility,X-Scissor,Detect,Quick Guard,Dual Chop,Dragon Pulse,Thunder Punch,Frenzy Plant","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
302,"Pound,Leer,Quick Attack,Pursuit,Absorb,False Swipe,Leaf Storm,Mega Drain,Night Slash,Leaf Blade,Screech,Slam,Agility,X-Scissor,Detect,Quick Guard,Dual Chop,Dragon Pulse,Thunder Punch,Frenzy Plant","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
303,"Growl,Scratch,Focus Energy,Ember,Peck,Sand Attack,Fire Spin,Quick Attack,Flame Burst,Slash,Mirror Move,Flamethrower,Counter,Feather Dance,Fire Pledge","0,0,1,1,1,2,2,2,2,2,3,3,4,4,4"
304,"Growl,Scratch,Ember,Focus Energy,Double Kick,Peck,Flame Charge,Sand Attack,Bulk Up,Quick Attack,Slash,Mirror Move,Sky Uppercut,Flare Blitz,Counter,Feather Dance,Fire Pledge","0,0,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
305,"Ember,Focus Energy,Fire Punch,Growl,High Jump Kick,Scratch,Double Kick,Flame Charge,Peck,Sand Attack,Bulk Up,Quick Attack,Blaze Kick,Slash,Brave Bird,Sky Uppercut,Flare Blitz,Dual Chop,Night Slash,Blast Burn","0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
306,"Ember,Focus Energy,Fire Punch,Growl,High Jump Kick,Scratch,Double Kick,Flame Charge,Peck,Sand Attack,Bulk Up,Quick Attack,Blaze Kick,Slash,Brave Bird,Sky Uppercut,Flare Blitz,Dual Chop,Night Slash,Blast Burn","0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
307,"Growl,Tackle,Mud Slap,Water Gun,Bide,Foresight,Mud Sport,Take Down,Rock Throw,Whirlpool,Protect,Hydro Pump,Endeavor,Ice Ball,Aqua Tail,Water Pledge","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
308,"Growl,Tackle,Mud Slap,Water Gun,Bide,Mud Shot,Foresight,Mud Bomb,Rock Slide,Take Down,Muddy Water,Protect,Earthquake,Endeavor,Ice Punch,Water Pledge,Dynamic Punch","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
309,"Growl,Tackle,Mud Slap,Water Gun,Take Down,Bide,Mud Shot,Foresight,Mud Bomb,Rock Slide,Muddy Water,Hammer Arm,Protect,Earthquake,Endeavor,Wide Guard,Hydro Cannon,Avalanche","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
310,"Growl,Tackle,Mud Slap,Water Gun,Take Down,Bide,Mud Shot,Foresight,Mud Bomb,Rock Slide,Muddy Water,Hammer Arm,Protect,Earthquake,Endeavor,Wide Guard,Hydro Cannon,Avalanche","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
311,"Tackle,Howl,Sand Attack,Bite,Odor Sleuth,Roar,Swagger,Assurance,Scary Face,Taunt,Take Down,Embargo,Play Rough,Sucker Punch,Crunch,Dig,Iron Tail,Endure","0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
312,"Howl,Tackle,Bite,Sand Attack,Roar,Odor Sleuth,Assurance,Swagger,Taunt,Scary Face,Fire Fang,Yawn,Thunder Fang,Take Down,Thief,Ice Fang,Embargo,Crunch,Play Rough,Snarl,Sucker Punch,Counter,Snatch,Poison Fang","0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
313,"Growl,Tackle,Tail Whip,Take Down,Baby-Doll Eyes,Sand Attack,Odor Sleuth,Mud Sport,Pin Missile,Covet,Headbutt,Bestow,Flail,Rest,Belly Drum,Fling,Helping Hand,Seed Bomb,Trick","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
314,"Tackle,Leer,Sand Attack,Lick,Take Down,Snarl,Baby-Doll Eyes,Pin Missile,Headbutt,Scary Face,Counter,Taunt,Double-Edge,Knock Off,Parting Shot,Quick Guard","0,0,1,1,1,2,2,2,2,3,3,3,3,4,4,4"
315,"Growl,Tackle,Switcheroo,Sand Attack,Tail Whip,Headbutt,Play Rough,Rototiller,Odor Sleuth,Mud Sport,Fury Swipes,Covet,Bestow,Double-Edge,Slash,Rest,Belly Drum,Fling,Extreme Speed,Super Fang,Seed Bomb","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
316,"Tackle,Leer,Sand Attack,Lick,Take Down,Taunt,Baby-Doll Eyes,Snarl,Headbutt,Pin Missile,Switcheroo,Fury Swipes,Hone Claws,Night Slash,Counter,Rest,Double-Edge,Scary Face,Payback,Stomping Tantrum,Shadow Claw","0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
317,"String Shot,Tackle,Poison Sting,Bug Bite,Electroweb,Snore","0,0,1,2,4,4"
318,"Harden,Iron Defense,Electroweb","0,2,4"
319,"Absorb,Gust,Stun Spore,Morning Sun,Air Cutter,Mega Drain,Whirlwind,Attract,Silver Wind,Rage,Giga Drain,Bug Buzz,Quiver Dance,Swift,Defog,Captivate","0,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
320,"Harden,Iron Defense,Electroweb","0,2,4"
321,"Confusion,Gust,Protect,Moonlight,Venoshock,Psybeam,Whirlwind,Light Screen,Silver Wind,Toxic,Bug Buzz,Quiver Dance,Air Cutter,Swift,Twister","0,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
322,"Astonish,Growl,Absorb,Nature Power,Bubble,Mist,Natural Gift,Mega Drain,Bubble Beam,Rain Dance,Zen Headbutt,Leech Seed,Energy Ball,Sweet Scent,Flail","0,0,1,1,1,2,2,2,2,3,3,3,4,4,4"
323,"Astonish,Growl,Absorb,Nature Power,Bubble,Fake Out,Fury Swipes,Water Sport,Bubble Beam,Zen Headbutt,Knock Off,Uproar,Hydro Pump,Ice Punch,Fire Punch,Thunder Punch","0,0,1,1,1,2,2,2,2,2,3,3,3,4,4,4"
324,"Astonish,Growl,Mega Drain,Nature Power,Teeter Dance,Giga Drain,Entrainment","0,0,2,3,4,4,4"
325,"Bide,Harden,Growth,Nature Power,Synthesis,Sunny Day,Explosion,Bullet Seed,Grassy Terrain,Worry Seed","0,1,1,2,2,3,3,4,4,4"
326,"Pound,Growth,Harden,Razor Leaf,Nature Power,Fake Out,Torment,Leaf Blade,Feint Attack,Razor Wind,Swagger,Extrasensory,Bullet Seed,Leech Seed,Foul Play","0,0,1,2,2,2,2,2,2,3,3,3,4,4,4"
327,"Feint Attack,Razor Leaf,Nasty Plot,Whirlwind,Leaf Tornado,Hurricane,Leaf Storm,Seed Bomb,Self Destruct,Sucker Punch","0,1,2,2,2,3,3,4,4,4"
328,"Growl,Peck,Focus Energy,Quick Attack,Wing Attack,Double Team,Quick Guard,Endeavor,Aerial Ace,Reversal,Agility,Brave Bird,Air Slash,Endure,Refresh,Rage","0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
329,"Growl,Peck,Pluck,Quick Attack,Focus Energy,Double Team,Wing Attack,Endeavor,Quick Guard,Reversal,Aerial Ace,Air Slash,Brave Bird,Agility,Refresh,Sky Attack,Roost","0,0,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
330,"Growl,Water Gun,Supersonic,Wing Attack,Mist,Water Pulse,Quick Attack,Roost,Pursuit,Air Cutter,Aerial Ace,Agility,Air Slash,Hurricane,Aqua Ring,Icy Wind,Knock Off","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
331,"Growl,Water Gun,Water Sport,Supersonic,Soak,Wing Attack,Water Pulse,Mist,Protect,Payback,Brine,Roost,Spit Up,Swallow,Stockpile,Tailwind,Fling,Hydro Pump,Hurricane,Shock Wave,Wide Guard,Gunk Shot","0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
332,"Growl,Double Team,Confusion,Disarming Voice,Teleport,Lucky Chant,Magical Leaf,Draining Kiss,Heal Pulse,Calm Mind,Psychic,Imprison,Charm,Future Sight,Hypnosis,Dream Eater,Stored Power,Helping Hand,Telekinesis,Mean Look","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
333,"Double Team,Growl,Confusion,Teleport,Disarming Voice,Lucky Chant,Magical Leaf,Heal Pulse,Calm Mind,Psychic,Imprison,Charm,Future Sight,Hypnosis,Dream Eater,Stored Power,Mean Look,Helping Hand,Magic Room","0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
334,"Double Team,Growl,Confusion,Disarming Voice,Teleport,Misty Terrain,Wish,Magical Leaf,Heal Pulse,Calm Mind,Psychic,Imprison,Captivate,Future Sight,Hypnosis,Dream Eater,Stored Power,Moonblast,Grudge,Skill Swap,Wonder Room","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
335,"Double Team,Growl,Confusion,Disarming Voice,Teleport,Misty Terrain,Wish,Magical Leaf,Heal Pulse,Calm Mind,Psychic,Imprison,Captivate,Future Sight,Hypnosis,Dream Eater,Stored Power,Moonblast,Grudge,Skill Swap,Wonder Room","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
336,"Bubble,Quick Attack,Sweet Scent,Water Sport,Bubble Beam,Aqua Jet,Agility,Haze,Mist,Baton Pass,Sticky Web,Signal Beam,Mud Shot,Hydro Pump","0,1,1,2,2,2,2,2,3,3,3,4,4,4"
337,"Bubble,Sweet Scent,Quick Attack,Ominous Wind,Quiver Dance,Stun Spore,Water Sport,Whirlwind,Air Cutter,Gust,Scary Face,Bug Buzz,Silver Wind,Air Slash,Fell Stinger,Giga Drain,Psybeam","0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
338,"Absorb,Tackle,Stun Spore,Leech Seed,Mega Drain,Headbutt,Poison Powder,Worry Seed,Growth,Toxic,Giga Drain,Seed Bomb,Spore,Charm,Bullet Seed,Fake Tears","0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
339,"Absorb,Tackle,Stun Spore,Leech Seed,Mega Drain,Feint,Headbutt,Mach Punch,Counter,Force Palm,Mind Reader,Sky Uppercut,Seed Bomb,Dynamic Punch,Fury Cutter,Thunder Punch,Drain Punch","0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
340,"Scratch,Yawn,Encore,Slack Off,Feint Attack,Amnesia,Covet,Chip Away,Counter,Flail,Play Rough,After You,Endure,Sleep Talk","0,0,1,2,2,2,2,2,3,3,3,4,4,4"
341,"Scratch,Encore,Reversal,Focus Energy,Uproar,Fury Swipes,Endure,Slash,Counter,Chip Away,Focus Punch,Crush Claw,Sucker Punch,Night Slash","0,1,2,2,2,2,2,2,3,3,3,4,4,4"
342,"Scratch,Yawn,Encore,Punishment,Feint Attack,Slack Off,Covet,Encore,Fling,Amnesia,Swagger,Hammer Arm,Chip Away,Counter,Flail,Block,Focus Punch,Gunk Shot","0,0,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
343,"Harden,Scratch,Leech Life,Sand Attack,Fury Swipes,Mind Reader,False Swipe,Bide,Mud Slap,Metal Claw,Dig,Silver Wind,Giga Drain,Endure","0,0,1,1,2,2,2,2,3,3,3,4,4,4"
344,"Scratch,Harden,Absorb,Sand Attack,Bug Bite,Fury Swipes,Mind Reader,Double Team,Fury Cutter,Screech,Slash,Swords Dance,Agility,Baton Pass,X-Scissor,Silver Wind,Night Slash,Final Gambit","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
345,"Harden,Scratch,Absorb,Sand Attack,Fury Swipes,Mind Reader,Spite,Confuse Ray,Shadow Sneak,Grudge,Phantom Force,Heal Block,Shadow Ball,Final Gambit,Feint Attack,X-Scissor","0,0,1,1,2,2,2,2,2,2,3,3,3,4,4,4"
346,"Pound,Echoed Voice,Uproar,Astonish,Howl,Supersonic,Stomp,Screech,Roar,Synchronoise,Rest,Sleep Talk,Hyper Voice,Disarming Voice,Fake Tears,Snore","0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
347,"Pound,Uproar,Echoed Voice,Howl,Astonish,Bite,Supersonic,Stomp,Screech,Roar,Synchronoise,Rest,Sleep Talk,Hyper Voice,Shock Wave,Water Pulse,Icy Wind","0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
348,"Pound,Uproar,Howl,Ice Fang,Fire Fang,Thunder Fang,Astonish,Echoed Voice,Bite,Supersonic,Stomp,Screech,Crunch,Roar,Sleep Talk,Synchronoise,Rest,Hyper Voice,Hyper Beam,Boomburst,Outrage,Circle Throw,Whirlpool","0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
349,"Focus Energy,Tackle,Sand Attack,Arm Thrust,Vital Throw,Fake Out,Whirlwind,Knock Off,Smelling Salts,Belly Drum,Force Palm,Seismic Toss,Wake-Up Slap,Endure,Close Combat,Reversal,Heavy Slam,Thunder Punch,Fire Punch,Detect","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
350,"Focus Energy,Tackle,Arm Thrust,Sand Attack,Vital Throw,Brine,Fake Out,Whirlwind,Knock Off,Smelling Salts,Belly Drum,Force Palm,Seismic Toss,Wake-Up Slap,Endure,Close Combat,Reversal,Heavy Slam,Ice Punch,Bullet Punch,Wide Guard","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
351,"Splash,Water Gun,Tail Whip,Water Sport,Bubble,Charm,Bubble Beam,Helping Hand,Slam,Bounce,Tickle,Sing,Fake Tears","0,0,1,1,1,1,2,2,2,3,4,4,4"
352,"Tackle,Harden,Block,Rock Throw,Thunder Wave,Rock Blast,Rest,Spark,Rock Slide,Power Gem,Sandstorm,Discharge,Earth Power,Stone Edge,Lock-On,Zap Cannon,Stealth Rock,Self Destruct,Magic Coat","0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
353,"Fake Out,Growl,Tackle,Tail Whip,Foresight,Attract,Sing,Disarming Voice,Double Slap,Copycat,Assist,Charm,Feint Attack,Wake-Up Slap,Covet,Heal Bell,Double-Edge,Captivate,Play Rough,Wish,Tickle,Fake Tears","0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
354,"Fake Out,Attract,Double Slap,Sing,Baton Pass,Wish,Cosmic Power","0,1,2,2,4,4,4"
355,"Leer,Mean Look,Scratch,Zen Headbutt,Foresight,Night Shade,Astonish,Fury Swipes,Fake Out,Detect,Shadow Sneak,Knock Off,Feint Attack,Power Gem,Punishment,Foul Play,Confuse Ray,Nasty Plot,Shadow Ball,Moonlight,Mean Look","0,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
356,"Leer,Mean Look,Scratch,Zen Headbutt,Foresight,Night Shade,Astonish,Fury Swipes,Fake Out,Detect,Shadow Sneak,Knock Off,Feint Attack,Power Gem,Punishment,Foul Play,Confuse Ray,Nasty Plot,Shadow Ball,Moonlight,Mean Look","0,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
357,"Astonish,Snatch,Growl,Fairy Wind,Taunt,Fake Tears,Bite,Sweet Scent,Vice Grip,Feint Attack,Baton Pass,Crunch,Iron Defense,Stockpile,Sucker Punch,Spit Up,Swallow,Iron Head,Play Rough,Fire Fang,Poison Fang,Super Fang","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
358,"Astonish,Snatch,Growl,Fairy Wind,Taunt,Fake Tears,Bite,Sweet Scent,Vice Grip,Feint Attack,Baton Pass,Crunch,Iron Defense,Stockpile,Sucker Punch,Spit Up,Swallow,Iron Head,Play Rough,Fire Fang,Poison Fang,Super Fang","0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
359,"Harden,Tackle,Mud Slap,Take Down,Metal Claw,Rock Tomb,Iron Defense,Roar,Headbutt,Iron Head,Rock Slide,Protect,Metal Sound,Iron Tail,Autotomize,Heavy Slam,Double-Edge,Metal Burst,Screech,Endeavor,Rollout","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
360,"Harden,Tackle,Mud Slap,Take Down,Metal Claw,Rock Tomb,Iron Defense,Roar,Headbutt,Rock Slide,Iron Head,Metal Sound,Protect,Iron Tail,Autotomize,Heavy Slam,Double-Edge,Rollout,Metal Burst,Screech,Endeavor","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
361,"Harden,Tackle,Mud Slap,Take Down,Metal Claw,Rock Tomb,Iron Defense,Roar,Headbutt,Rock Slide,Iron Head,Protect,Metal Sound,Iron Tail,Autotomize,Heavy Slam,Double-Edge,Metal Burst,Head Smash,Dragon Rush,Superpower","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
362,"Harden,Tackle,Mud Slap,Take Down,Metal Claw,Rock Tomb,Iron Defense,Roar,Headbutt,Rock Slide,Iron Head,Protect,Metal Sound,Iron Tail,Autotomize,Heavy Slam,Double-Edge,Metal Burst,Head Smash,Dragon Rush,Superpower","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
363,"Bide,Detect,Confusion,Meditate,Endure,Hidden Power,Mind Reader,Feint,Calm Mind,Force Palm,High Jump Kick,Psych Up,Acupressure,Power Trick,Reversal,Recover,Counter,Foresight,Guard Swap,Power Swap","0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
364,"Bide,Detect,Confusion,Meditate,Endure,Ice Punch,Thunder Punch,Zen Headbutt,Fire Punch,Hidden Power,Mind Reader,Feint,Calm Mind,Force Palm,High Jump Kick,Psych Up,Acupressure,Power Trick,Reversal,Recover,Counter,Drain Punch,Gravity,Baton Pass","0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
365,"Bide,Detect,Confusion,Meditate,Endure,Ice Punch,Thunder Punch,Zen Headbutt,Fire Punch,Hidden Power,Mind Reader,Feint,Calm Mind,Force Palm,High Jump Kick,Psych Up,Acupressure,Power Trick,Reversal,Recover,Counter,Drain Punch,Gravity,Baton Pass","0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
366,"Tackle,Leer,Thunder Wave,Howl,Quick Attack,Spark,Odor Sleuth,Bite,Thunder Fang,Roar,Discharge,Charge,Wild Charge,Thunder,Ice Fang,Eerie Impulse,Crunch","0,0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
367,"Tackle,Leer,Howl,Thunder Wave,Electric Terrain,Fire Fang,Quick Attack,Spark,Odor Sleuth,Bite,Thunder Fang,Roar,Discharge,Charge,Wild Charge,Thunder,Ice Fang,Magnet Rise,Crunch","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
368,"Tackle,Leer,Howl,Thunder Wave,Electric Terrain,Fire Fang,Quick Attack,Spark,Odor Sleuth,Bite,Thunder Fang,Roar,Discharge,Charge,Wild Charge,Thunder,Ice Fang,Magnet Rise,Crunch","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
369,"Entrainment,Growl,Nasty Plot,Nuzzle,Charm,Thunder Wave,Quick Attack,Helping Hand,Spark,Encore,Copycat,Electro Ball,Swift,Fake Tears,Charge,Thunder,Baton Pass,Agility,Last Resort,Sweet Kiss,Wish,Mimic","0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
370,"Entrainment,Growl,Nasty Plot,Nuzzle,Charm,Thunder Wave,Quick Attack,Helping Hand,Spark,Encore,Copycat,Electro Ball,Swift,Fake Tears,Charge,Thunder,Baton Pass,Agility,Trump Card,Sweet Kiss,Wish,Mimic","0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
371,"Flash,Tackle,Double Team,Confuse Ray,Moonlight,Struggle Bug,Quick Attack,Tail Glow,Signal Beam,Protect,Helping Hand,Zen Headbutt,Bug Buzz,Play Rough,Double-Edge,Infestation,Dizzy Punch,Tailwind,Silver Wind","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
372,"Play Nice,Tackle,Sweet Scent,Charm,Moonlight,Quick Attack,Struggle Bug,Wish,Encore,Flatter,Helping Hand,Zen Headbutt,Bug Buzz,Play Rough,Covet,Infestation,Captivate,Tailwind,Silver Wind","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
373,"Absorb,Growth,Poison Sting,Stun Spore,Mega Drain,Leech Seed,Magical Leaf,Grass Whistle,Giga Drain,Toxic Spikes,Sweet Scent,Ingrain,Petal Dance,Toxic,Aromatherapy,Synthesis,Petal Blizzard,Worry Seed,Spikes,Extrasensory","0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
374,"Pound,Yawn,Poison Gas,Sludge,Amnesia,Encore,Toxic,Acid Spray,Stockpile,Spit Up,Swallow,Belch,Sludge Bomb,Gastro Acid,Wring Out,Gunk Shot,Venom Drench,Seed Bomb,Water Pulse","0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
375,"Pound,Poison Gas,Yawn,Sludge,Wring Out,Amnesia,Encore,Body Slam,Toxic,Acid Spray,Stockpile,Spit Up,Swallow,Belch,Sludge Bomb,Gastro Acid,Wring Out,Gunk Shot,Block,Venom Drench,Self Destruct","0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
376,"Bite,Leer,Rage,Focus Energy,Scary Face,Ice Fang,Screech,Swagger,Aqua Jet,Crunch,Take Down,Poison Fang,Agility,Assurance,Super Fang,Dive,Bounce","0,0,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4"
377,"Bite,Leer,Focus Energy,Feint,Rage,Night Slash,Scary Face,Ice Fang,Screech,Swagger,Taunt,Crunch,Slash,Aqua Jet,Poison Fang,Assurance,Agility,Skull Bash,Hydro Pump,Psychic Fangs,Spite","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
378,"Bite,Leer,Focus Energy,Feint,Rage,Night Slash,Scary Face,Ice Fang,Screech,Swagger,Taunt,Crunch,Slash,Aqua Jet,Poison Fang,Assurance,Agility,Skull Bash,Hydro Pump,Psychic Fangs,Spite","0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
379,"Splash,Growl,Water Gun,Rollout,Whirlpool,Astonish,Water Pulse,Mist,Dive,Brine,Water Spout,Amnesia,Rest,Bounce,Hydro Pump,Heavy Slam,Soak,Clear Smog,Defense Curl","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
380,"Splash,Growl,Water Gun,Rollout,Noble Roar,Whirlpool,Astonish,Water Pulse,Mist,Dive,Brine,Water Spout,Amnesia,Rest,Bounce,Hydro Pump,Heavy Slam,Soak,Clear Smog,Defense Curl","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
381,"Growl,Tackle,Ember,Magnitude,Focus Energy,Flame Burst,Amnesia,Lava Plume,Earth Power,Curse,Take Down,Yawn,Earthquake,Flamethrower,Double-Edge,Mud Bomb,Growth,Endure","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4"
382,"Growl,Tackle,Ember,Magnitude,Focus Energy,Flame Burst,Amnesia,Lava Plume,Earth Power,Curse,Take Down,Yawn,Rock Slide,Earthquake,Eruption,Fissure,Stealth Rock,Self Destruct,Heat Wave","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
383,"Growl,Tackle,Ember,Magnitude,Focus Energy,Flame Burst,Amnesia,Lava Plume,Earth Power,Curse,Take Down,Yawn,Rock Slide,Earthquake,Eruption,Fissure,Stealth Rock,Self Destruct,Heat Wave","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
384,"Ember,Smog,Withdraw,Curse,Fire Spin,Smokescreen,Flame Wheel,Rapid Spin,Flamethrower,Body Slam,Protect,Lava Plume,Iron Defense,Amnesia,Flail,Heat Wave,Inferno,Shell Smash,Clear Smog,Superpower,Fissure","0,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
385,"Splash,Psywave,Odor Sleuth,Psybeam,Psych Up,Confuse Ray,Magic Coat,Zen Headbutt,Rest,Power Gem,Psyshock,Payback,Psychic,Bounce,Role Play,Signal Beam,Extrasensory","0,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
386,"Splash,Belch,Psywave,Odor Sleuth,Psybeam,Psych Up,Confuse Ray,Magic Coat,Zen Headbutt,Rest,Snore,Teeter Dance,Power Gem,Psyshock,Payback,Psychic,Bounce,Drain Punch,Future Sight,Trick","0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
387,"Tackle,Uproar,Copycat,Feint Attack,Psybeam,Hypnosis,Dizzy Punch,Sucker Punch,Teeter Dance,Psych Up,Double-Edge,Flail,Thrash,Encore,Fake Out,Helping Hand","0,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4"
388,"Bite,Sand Attack,Feint Attack,Sand Tomb,Mud Slap,Bide,Bulldoze,Rock Slide,Dig,Crunch,Earth Power,Sandstorm,Feint,Earthquake,Hyper Beam,Superpower,Fissure,Bug Bite,Headbutt,Giga Drain","0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
389,"Sonic Boom,Sand Attack,Feint Attack,Sand Tomb,Mud Slap,Bide,Bulldoze,Rock Slide,Supersonic,Bug Buzz,Screech,Dragon Breath,Earth Power,Sandstorm,Earthquake,Hyper Beam,Boomburst,Dragon Pulse,Toxic,Tailwind","0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
390,"Sonic Boom,Feint Attack,Sand Attack,Mud Slap,Sand Tomb,Bulldoze,Bide,Supersonic,Rock Slide,Dragon Breath,Screech,Dragon Tail,Earth Power,Uproar,Sandstorm,Hyper Beam,Dragon Dance,Earthquake,Dragon Claw,Dragon Rush,Outrage,Heat Wave,Draco Meteor","0,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
391,"Poison Sting,Leer,Absorb,Growth,Leech Seed,Sand Attack,Pin Missile,Ingrain,Feint Attack,Spikes,Energy Ball,Payback,Sucker Punch,Needle Arm,Cotton Spore,Sandstorm,Destiny Bond,Acid,Switcheroo,Drain Punch","0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4"
392,"Poison Sting,Leer,Absorb,Growth,Payback,Spiky Shield,Leech Seed,Sand Attack,Pin Missile,Ingrain,Feint Attack,Spikes,Energy Ball,Revenge,Sucker Punch,Needle Arm,Cotton Spore,Sandstorm,Destiny Bond,Drain Punch,Spite,Seed Bomb","0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4"
393,"Peck,Growl,Astonish,Sing,Fury Attack,Safeguard,Disarming Voice,Mist,Round,Natural Gift,Take Down,Refresh,Mirror Move,Cotton Guard,Dragon Pulse,Perish Song,Moonblast,Roost,Feather Dance,Agility","0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4"
